Dataset:              Benthic Species Abundance Data
File Name:            va93_3_2.txt
Date Created:         03/10/96
# Variables:          7
# Header Records:     17
# Data Records:       3288
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
VA93-661 930805 HYPERETEONE HETEROPODA                3      2     0.67   0.58
VA93-661 930805 LEPTOCHEIRUS PLUMULOSUS               3      1     0.33   0.58
VA93-661 930805 MACOMA BALTHICA                       3      1     0.33   0.58
VA93-661 930805 MACOMA MITCHELLI                      3      2     0.67   1.15
VA93-661 930805 MULINIA LATERALIS                     3      2     0.67   0.58
VA93-661 930805 NEANTHES SUCCINEA                     3      1     0.33   0.58
VA93-661 930805 OLIGOCHAETA                           3      6     2.00   2.00
VA93-661 930805 STREBLOSPIO BENEDICTI                 3      4     1.33   1.15
VA93-661 930805 TELLINIDAE                            3      3     1.00   1.00
VA93-663 930819 ACTEOCINA CANALICULATA                3      2     0.67   1.15
VA93-663 930819 AMASTIGOS CAPERATUS                   3      1     0.33   0.58
VA93-663 930819 Cirrophorus sp. B Morris              3      3     1.00   1.73
VA93-663 930819 GLYCERA SPP.                          3     15     5.00   3.46
VA93-663 930819 LEITOSCOLOPLOS SPP.                   3     51    17.00   3.61
VA93-663 930819 Lyonsia spp.                          3      1     0.33   0.58
VA93-663 930819 MEDIOMASTUS AMBISETA                  3      6     2.00   2.65
VA93-663 930819 MONOCULODES SP. 1 WATLING             3      1     0.33   0.58
VA93-663 930819 NEMERTINEA                            3      3     1.00   1.73
VA93-663 930819 NEPHTYS BUCERA                        3      2     0.67   0.58
VA93-663 930819 NEPHTYS PICTA                         3      1     0.33   0.58
VA93-663 930819 OXYUROSTYLIS SMITHI                   3      8     2.67   1.15
VA93-663 930819 RHEPOXYNIUS HUDSONI                   3      5     1.67   2.89
VA93-663 930819 SPIOPHANES BOMBYX                     3      4     1.33   0.58
VA93-663 930819 SYNCHELIDIUM AMERICANUM               3      1     0.33   0.58
VA93-663 930819 TELLINA AGILIS                        3     38    12.67   1.15
VA93-664      .                                       .      .      .      .  
VA93-666 930814 AMPELISCA ABDITA                      3      7     2.33   3.21
VA93-666 930814 ASABELLIDES OCULATA                   3      1     0.33   0.58
VA93-666 930814 Ampelisca abdita-vadorum complex      3      1     0.33   0.58
VA93-666 930814 CERAPUS TUBULARIS                     3      1     0.33   0.58
VA93-666 930814 CYCLASPIS VARIANS                     3      8     2.67   3.79
VA93-666 930814 EDOTEA TRILOBA                        3      7     2.33   2.52
VA93-666 930814 EPITONIUM RUPICOLA                    3      1     0.33   0.58
VA93-666 930814 GEMMA GEMMA                           3      1     0.33   0.58
VA93-666 930814 GLYCINDE SOLITARIA                    3     18     6.00   0.00
VA93-666 930814 HETEROMASTUS FILIFORMIS               3      1     0.33   0.58
VA93-666 930814 LEUCON AMERICANUS                     3    105    35.00  17.69
VA93-666 930814 MEDIOMASTUS AMBISETA                  3     26     8.67   5.51
VA93-666 930814 MONOCULODES SP. 1 WATLING             3      2     0.67   1.15
VA93-666 930814 MULINIA LATERALIS                     3     10     3.33   0.58
VA93-666 930814 NASSARIUS TRIVITTATUS                 3      5     1.67   2.08
VA93-666 930814 NEANTHES SUCCINEA                     3      1     0.33   0.58
VA93-666 930814 NEOMYSIS AMERICANA                    3      3     1.00   1.00
VA93-666 930814 OLIGOCHAETA                           3      4     1.33   1.15
VA93-666 930814 OXYUROSTYLIS SMITHI                   3     14     4.67   2.89
VA93-667 930802 AMPHARETIDAE                          3      4     1.33   1.15
VA93-667 930802 BIVALVIA: OTHER - SUSPENSION FEEDERS  3     12     4.00   6.93
VA93-667 930802 CHIRIDOTEA ALMYRA                     3     16     5.33   6.66
VA93-667 930802 CHIRONOMIDAE                          3      5     1.67   1.53
VA93-667 930802 COROPHIUM LACUSTRE                    3      3     1.00   1.00
VA93-667 930802 CYATHURA POLITA                       3     16     5.33   1.53
VA93-667 930802 EDOTEA TRILOBA                        3     10     3.33   1.53
VA93-667 930802 GAMMARUS DAIBERI                      3     17     5.67   3.06
VA93-667 930802 GAMMARUS SPP.                         3      1     0.33   0.58
VA93-667 930802 GASTROPODA: OTHER                     3     11     3.67   6.35
VA93-667 930802 GEUKENSIA DEMISSA                     3     17     5.67   9.81
VA93-667 930802 HOBSONIA FLORIDA                      3     64    21.33   8.39
VA93-667 930802 LEPTOCHEIRUS PLUMULOSUS               3     11     3.67   4.73
VA93-667 930802 MARENZELLERIA VIRIDIS                 3     69    23.00   9.17
VA93-667 930802 MELITA NITIDA                         3      4     1.33   1.53
VA93-667 930802 MONOCULODES SP. 1 WATLING             3      1     0.33   0.58
VA93-667 930802 MYTILOPSIS LEUCOPHAEATA               3      6     2.00   2.65
VA93-667 930802 NEANTHES SUCCINEA                     3     13     4.33   1.53
VA93-667 930802 NEMERTINEA                            3      1     0.33   0.58
VA93-667 930802 OLIGOCHAETA                           3     13     4.33   5.86
VA93-667 930802 POLYDORA CORNUTA                      3    111    37.00  18.68
VA93-667 930802 RANGIA CUNEATA                        3    154    51.33  26.86
VA93-667 930802 STREBLOSPIO BENEDICTI                 3      4     1.33   1.53
VA93-667 930802 TURBELLARIA                           3      1     0.33   0.58
VA93-668 930730 CYATHURA POLITA                       3     20     6.67   3.79
VA93-668 930730 EDOTEA TRILOBA                        3     10     3.33   3.51
VA93-668 930730 GEMMA GEMMA                           3      1     0.33   0.58
VA93-668 930730 GLYCERA DIBRANCHIATA                  3      2     0.67   1.15
VA93-668 930730 HETEROMASTUS FILIFORMIS               3      8     2.67   1.15
VA93-668 930730 LEUCON AMERICANUS                     3      1     0.33   0.58
VA93-668 930730 MACOMA MITCHELLI                      3      1     0.33   0.58
VA93-668 930730 MARENZELLERIA VIRIDIS                 3      3     1.00   1.00
VA93-668 930730 MELITA NITIDA                         3      2     0.67   0.58
VA93-668 930730 MONOCULODES SP. 1 WATLING             3      1     0.33   0.58
VA93-668 930730 MULINIA LATERALIS                     3      9     3.00   2.00
VA93-668 930730 MYA ARENARIA                          3      1     0.33   0.58
VA93-668 930730 NEMERTINEA                            3      3     1.00   0.00
VA93-668 930730 ODOSTOMIA SPP.                        3      4     1.33   2.31
VA93-668 930730 PECTINARIA GOULDII                    3      1     0.33   0.58
VA93-668 930730 POLYDORA CORNUTA                      3      1     0.33   0.58
VA93-669 930822 AMPELISCA VERRILLI                    3      4     1.33   1.53
VA93-669 930822 APOPRIONOSPIO PYGMAEA                 3      2     0.67   0.58
VA93-669 930822 ARICIDEA CATHERINAE                   3    332   110.67   3.79
VA93-669 930822 ARICIDEA WASSI                        3    101    33.67  21.50
VA93-669 930822 Ampelisca abdita-vadorum complex      3      1     0.33   0.58
VA93-669 930822 CAPITELLA                             3      4     1.33   1.53
VA93-669 930822 CAULLERIELLA SP. B BLAKE              3      3     1.00   1.00
VA93-669 930822 Crepidula fornicata                   3      1     0.33   0.58
VA93-669 930822 ENSIS DIRECTUS                        3      1     0.33   0.58
VA93-669 930822 GONIADIDAE                            3      1     0.33   0.58
VA93-669 930822 LEITOSCOLOPLOS ROBUSTUS               3      3     1.00   1.00
VA93-669 930822 LEITOSCOLOPLOS SPP.                   3     17     5.67   6.43
VA93-669 930822 LISTRIELLA BARNARDI                   3      1     0.33   0.58
VA93-669 930822 LUMBRINERIDAE                         3      2     0.67   1.15
VA93-669 930822 MAGELONA SPP.                         3      1     0.33   0.58
VA93-669 930822 MEDIOMASTUS AMBISETA                  3     19     6.33   4.51
VA93-669 930822 MERCENARIA MERCENARIA                 3      3     1.00   1.73
VA93-669 930822 MULINIA LATERALIS                     3      2     0.67   1.15
VA93-669 930822 NEANTHES ARENACEODENTATA              3      4     1.33   2.31
VA93-669 930822 NEPHTYS PICTA                         3      7     2.33   0.58
VA93-669 930822 OLIGOCHAETA                           3    237    79.00  24.58
VA93-669 930822 OXYUROSTYLIS SMITHI                   3      7     2.33   4.04
VA93-669 930822 PHYLLODOCE ARENAE                     3      1     0.33   0.58
VA93-669 930822 POLYDORA CORNUTA                      3      1     0.33   0.58
VA93-669 930822 PYGOSPIO ELEGANS                      3      1     0.33   0.58
VA93-669 930822 RHEPOXYNIUS HUDSONI                   3     37    12.33   9.07
VA93-669 930822 SCOLELEPIS TEXANA                     3     21     7.00  10.39
VA93-669 930822 SCOLETOMA TENUIS                      3      3     1.00   1.73
VA93-669 930822 STREBLOSPIO BENEDICTI                 3    374   124.67 167.43
VA93-669 930822 SYNCHELIDIUM AMERICANUM               3      4     1.33   0.58
VA93-669 930822 TELLINA AGILIS                        3    308   102.67  80.98
VA93-669 930822 THALASSINIDEA                         3      1     0.33   0.58
VA93-669 930822 THARYX SP. A MORRIS                   3    460   153.33 248.26
VA93-670 930801 AXARUS                                3      1     0.33   0.58
VA93-670 930801 CHIRIDOTEA ALMYRA                     3     13     4.33   3.06
VA93-670 930801 CHIRONOMUS SPP.                       3      1     0.33   0.58
VA93-670 930801 CORBICULA FLUMINEA                    3     39    13.00   2.00
VA93-670 930801 CRYPTOCHIRONOMUS SPP.                 3      7     2.33   2.08
VA93-670 930801 CYATHURA POLITA                       3      5     1.67   0.58
VA93-670 930801 GAMMARUS DAIBERI                      3     11     3.67   6.35
VA93-670 930801 GAMMARUS SPP.                         3     29     9.67  11.93
VA93-670 930801 LIMNODRILUS HOFFMEISTERI              3     60    20.00   9.17
VA93-670 930801 MUSCULIUM                             3      7     2.33   2.08
VA93-670 930801 PISIDIUM                              3      2     0.67   1.15
VA93-670 930801 POLYPEDILUM SPP.                      3      5     1.67   0.58
VA93-670 930801 RANGIA CUNEATA                        3     21     7.00   4.00
VA93-670 930801 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    163    54.33  23.12
VA93-670 930801 TUBIFICOIDES HETEROCHAETUS            3      1     0.33   0.58
VA93-671 930821 ACTEOCINA CANALICULATA                3      3     1.00   0.00
VA93-671 930821 ACTEON PUNCTOSTRIATUS                 3    470   156.67  52.00
VA93-671 930821 AMASTIGOS CAPERATUS                   3      2     0.67   0.58
VA93-671 930821 AMPELISCA VERRILLI                    3    219    73.00  68.09
VA93-671 930821 ANADARA OVALIS                        3      3     1.00   1.73
VA93-671 930821 APOPRIONOSPIO PYGMAEA                 3      7     2.33   1.53
VA93-671 930821 ARICIDEA CATHERINAE                   3     93    31.00  12.12
VA93-671 930821 ARICIDEA WASSI                        3      3     1.00   1.00
VA93-671 930821 ASABELLIDES OCULATA                   3      3     1.00   1.73
VA93-671 930821 ASTEROIDEA                            3      1     0.33   0.58
VA93-671 930821 Ampelisca abdita-vadorum complex      3      7     2.33   1.53
VA93-671 930821 Arabella iricolor-multidentata comple 3      1     0.33   0.58
VA93-671 930821 BATEA CATHARINENSIS                   3    153    51.00  87.47
VA93-671 930821 CAPITELLA                             3      5     1.67   1.53
VA93-671 930821 CAPRELLA PENANTIS                     3      7     2.33   4.04
VA93-671 930821 CARIDEA                               3      1     0.33   0.58
VA93-671 930821 CERAPUS TUBULARIS                     3      4     1.33   1.15
VA93-671 930821 CLYMENELLA TORQUATA                   3      3     1.00   1.00
VA93-671 930821 COROPHIUM TUBERCULATUM                3      1     0.33   0.58
VA93-671 930821 CYMADUSA COMPTA                       3     25     8.33  14.43
VA93-671 930821 EDOTEA TRILOBA                        3      1     0.33   0.58
VA93-671 930821 ELASMOPUS LAEVIS                      3    494   164.67 285.21
VA93-671 930821 ENSIS DIRECTUS                        3      8     2.67   2.89
VA93-671 930821 ERICHSONELLA FILIFORMIS               3     19     6.33  10.97
VA93-671 930821 ERICTHONIUS BRASILIENSIS              3     62    20.67  35.80
VA93-671 930821 EXOGONE DISPAR                        3      1     0.33   0.58
VA93-671 930821 GEMMA GEMMA                           3     49    16.33  11.15
VA93-671 930821 GLYCERA AMERICANA                     3      3     1.00   0.00
VA93-671 930821 GLYCINDE SOLITARIA                    3      9     3.00   0.00
VA93-671 930821 HETEROMASTUS FILIFORMIS               3      1     0.33   0.58
VA93-671 930821 HYPERETEONE HETEROPODA                3      8     2.67   3.79
VA93-671 930821 LEITOSCOLOPLOS ROBUSTUS               3      1     0.33   0.58
VA93-671 930821 LEITOSCOLOPLOS SPP.                   3      8     2.67   2.89
VA93-671 930821 LISTRIELLA BARNARDI                   3     21     7.00   4.58
VA93-671 930821 LUMBRINERIDAE                         3      9     3.00   2.65
VA93-671 930821 LYSIANOPSIS ALBA                      3     34    11.33  19.63
VA93-671 930821 MALDANIDAE                            3      1     0.33   0.58
VA93-671 930821 MEDIOMASTUS AMBISETA                  3     67    22.33  16.86
VA93-671 930821 MERCENARIA MERCENARIA                 3     15     5.00   1.00
VA93-671 930821 MICRODEUTOPUS GRYLLOTALPA             3      9     3.00   5.20
VA93-671 930821 MICROPROTOPUS RANEYI                  3      1     0.33   0.58
VA93-671 930821 MONOCULODES SP. 1 WATLING             3     15     5.00   4.58
VA93-671 930821 MULINIA LATERALIS                     3     10     3.33   2.89
VA93-671 930821 NEANTHES ARENACEODENTATA              3      1     0.33   0.58
VA93-671 930821 NEMERTINEA                            3     10     3.33   2.31
VA93-671 930821 NOTOCIRRUS SPINIFERUS                 3      1     0.33   0.58
VA93-671 930821 NUCULA ANNULATA                       3      5     1.67   1.15
VA93-671 930821 OLIGOCHAETA                           3     41    13.67  11.93
VA93-671 930821 OWENIA FUSIFORMIS                     3      2     0.67   1.15
VA93-671 930821 OXYUROSTYLIS SMITHI                   3     13     4.33   4.51
VA93-671 930821 Ovalipes ocellatus                    3      1     0.33   0.58
VA93-671 930821 PARACAPRELLA TENUIS                   3      7     2.33   4.04
VA93-671 930821 PHYLLODOCE ARENAE                     3      2     0.67   1.15
VA93-671 930821 POLYDORA CORNUTA                      3     14     4.67   0.58
VA93-671 930821 PYGOSPIO ELEGANS                      3      4     1.33   1.53
VA93-671 930821 RHEPOXYNIUS HUDSONI                   3      2     0.67   0.58
VA93-671 930821 SCOLELEPIS TEXANA                     3      3     1.00   1.00
VA93-671 930821 SCOLETOMA TENUIS                      3      3     1.00   1.73
VA93-671 930821 SOLEMYA VELUM                         3      1     0.33   0.58
