PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,APHIA_ID,ITISTSN,HABITAT,PHYLUM,CLASS,ORDER,FAMILY
4/27/2021,1896,POLYGORDIUS JOUINAE,390168,,EST,ANNELIDA,POLYCHAETA,,POLYGORDIIDAE
4/27/2021,1897,POLYMESODA FLORIDANA,549663,,EST,MOLLUSCA,BIVALVIA,VENERIDA,CYRENIDAE
4/27/2021,1898,POLYNOIDAE,939,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1899,POLYNOINAE,155091,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1900,POLYODONTES OCULEA,334582,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,ACOETIDAE
4/27/2021,1901,POLYONYX GIBBESI,158406,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PORCELLANIDAE
4/27/2021,1902,POLYPEDILUM,150883,129657,EST,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1903,POLYPEDILUM,150883,129657,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1904,POLYPEDILUM AVICEPS,,129666,EST,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1905,POLYPEDILUM BERGI,,129726,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1906,POLYPEDILUM FLAVUM,,,EST,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1907,POLYPEDILUM FLAVUM,,,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1908,POLYPEDILUM HALTERALE,,129684,EST,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1909,POLYPEDILUM HALTERALE,,129684,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1910,POLYPEDILUM LAETUM,,129692,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1911,POLYPEDILUM NUBECULOSUM,150894,129695,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1912,POLYPEDILUM SCALAENUM,,129708,EST,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1913,POLYPEDILUM SCALAENUM,,129708,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1914,POLYPLACOPHORA,55,,EST,MOLLUSCA,POLYPLACOPHORA,,
4/27/2021,1915,PONTOGENEIA INERMIS,102223,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PONTOGENEIIDAE
4/27/2021,1916,PONTOGENEIA ROSTRATA,550490,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PONTOGENEIIDAE
4/27/2021,1917,PONTOGENEIIDAE,176946,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PONTOGENEIIDAE
4/27/2021,1918,PONTOPOREIIDAE,101406,621421,GL,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PONTOPOREIIDAE
4/27/2021,1919,PORCELLANIDAE,106734,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PORCELLANIDAE
4/27/2021,1920,PORTUNIDAE,106763,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PORTUNIDAE
4/27/2021,1921,PORTUNUS XANTUSII,1061764,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PORTUNIDAE
4/27/2021,1922,POTAMILLA,129544,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,1923,POTAMILLA NEGLECTA,130954,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,1924,POTAMOCORBULA AMURENSIS,397175,,EST,MOLLUSCA,BIVALVIA,MYIDA,CORBULIDAE
4/27/2021,1925,POTAMOPYRGUS ANTIPODARUM,147123,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE
4/27/2021,1926,POTAMOPYRGUS ANTIPODARUM,147123,205006,GL,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE
4/27/2021,1927,POTAMOTHRIX,137390,68786,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1928,POTAMOTHRIX BAVARICUS,137559,68787,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1929,POTAMOTHRIX BEDOTI,594797,68791,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1930,POTAMOTHRIX MOLDAVIENSIS,137563,68789,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1931,POTAMOTHRIX VEJDOVSKYI,137565,68790,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1932,POTTHASTIA LONGIMANA,,128412,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1933,PRACHYNELLA LODO,547893,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PAKYNIDAE
4/27/2021,1934,PRAXILLELLA,129360,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1935,PRAXILLELLA AFFINIS PACIFICA,335640,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1936,PRAXILLELLA PRAETERMISSA,130326,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1937,PRIONOSPIO,129620,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1938,PRIONOSPIO CIRRIFERA,131153,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1939,PRIONOSPIO CRISTATA,157542,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1940,PRIONOSPIO DAYI,558834,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1941,PRIONOSPIO DELTA,338531,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1942,PRIONOSPIO FALLAX,131157,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1943,PRIONOSPIO HETEROBRANCHIA,157543,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1944,PRIONOSPIO LIGHTI,558839,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1945,PRIONOSPIO MULTIBRANCHIATA,131160,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1946,PRIONOSPIO PERKINSI,558840,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1947,PRIONOSPIO PYGMAEUS,338539,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1948,PRIONOSPIO STEENSTRUPI,131164,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1949,PRISTINA,,68876,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1950,PRISTINA ACUMINATA,1074000,185551,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1951,PRISTINA AEQUISETA,,68879,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1952,PRISTINA JENKINAE,1041012,974770,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1953,PROBEZZIA,156904,,EST,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE
4/27/2021,1954,PROBEZZIA,156904,127729,GL,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE
4/27/2021,1955,PROBYTHINELLA EMARGINATA,742062,568127,GL,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE
4/27/2021,1956,PROBYTHINELLA LACUSTRIS,,70508,GL,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE
4/27/2021,1957,PROBYTHINELLA PROTERA,419608,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE
4/27/2021,1958,PROCERAEA,129671,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,1959,PROCERAEA CORNUTA,131362,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,1960,PROCESSA,107054,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PROCESSIDAE
4/27/2021,1961,PROCESSA BERMUDENSIS,211161,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PROCESSIDAE
4/27/2021,1962,PROCLADIUS,156905,128277,EST,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1963,PROCLADIUS,156905,128277,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1964,PROCLEA GRAFFII,157545,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
4/27/2021,1965,PROMENETUS EXACUOUS,1245257,76622,GL,MOLLUSCA,GASTROPODA,,PLANORBIDAE
4/27/2021,1966,PROSCOLOPLOS,324785,,EST,ANNELIDA,POLYCHAETA,,ORBINIIDAE
4/27/2021,1967,PROSPHAEROSYLLIS,195974,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,1968,PROSPHAEROSYLLIS BRANDHORSTI,195975,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,1969,PROSPHAEROSYLLIS LONGICAUDA,238251,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,1970,PROSTHIOSTOMUM LATOCELIS,483867,,EST,PLATYHELMINTHES,RHABDITOPHORA,POLYCLADIDA,PROSTHIOSTOMIDAE
4/27/2021,1971,PROSTOMA,162630,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,PROSTOMATIDAE
4/27/2021,1972,PROSTOMA,162630,57577,GL,NEMERTEA,ENOPLA,MONOSTILIFERA,PROSTOMATIDAE
4/27/2021,1973,PROTANYPUS,,128431,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1974,PROTODORVILLEA GRACILIS,334643,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,DORVILLEIDAE
4/27/2021,1975,PROTODORVILLEA KEFERSTEINI,130041,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,DORVILLEIDAE
4/27/2021,1976,PROTOHAUSTORIUS,158135,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HAUSTORIIDAE
4/27/2021,1977,PROTOHAUSTORIUS BOUSFIELDI,421477,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HAUSTORIIDAE
4/27/2021,1978,PROTOHAUSTORIUS DEICHMANNAE,158136,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HAUSTORIIDAE
4/27/2021,1979,PROTOHAUSTORIUS WIGLEYI,158137,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HAUSTORIIDAE
4/27/2021,1980,PROTOHYALE (PROTOHYALE) FREQUENS,491479,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALIDAE
4/27/2021,1981,PROTOMEDEIA,101574,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
4/27/2021,1982,PROTOMEDEIA ARTICULATA,431437,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
4/27/2021,1983,PROTOMEDEIA FASCIATA,102443,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
4/27/2021,1984,PROTOMEDEIINAE,431403,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
4/27/2021,1985,PROTOPTILA,593190,115221,GL,ARTHROPODA,INSECTA,TRICHOPTERA,GLOSSOSOMATIDAE
4/27/2021,1986,PRUNUM APICINUM,420149,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MARGINELLIDAE
4/27/2021,1987,PSAMMOBIIDAE,237,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,PSAMMOBIIDAE
4/27/2021,1988,PSAMMONYX NOBILIS,158140,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,TRYPHOSIDAE
4/27/2021,1989,PSAMMORYCTIDES CALIFORNIANUS,1040661,68756,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1990,PSAMMOTRETA BREVIFRONS,606748,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
4/27/2021,1991,PSECTROCLADIUS,156908,,EST,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1992,PSECTROCLADIUS,156908,129018,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1993,PSEUDAEGINELLA BISCAYNENSIS,421583,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
4/27/2021,1994,PSEUDOBRANCHIOMMA PERKINSI,331386,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,1995,PSEUDOCHIRONOMUS,,129851,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1996,PSEUDOFABRICIOLA CALIFORNICA,331393,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
4/27/2021,1997,PSEUDOFABRICIOLA SOFLA,421081,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
4/27/2021,1998,PSEUDOLEPTOCHELIA,136237,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,LEPTOCHELIIDAE
4/27/2021,1999,PSEUDOLEPTOCUMA MINUS,157836,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,BODOTRIIDAE
4/27/2021,2000,PSEUDOMMA TRUNCATUM,120193,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
4/27/2021,2001,PSEUDOPOLINICES NANUS,140551,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,NATICIDAE
4/27/2021,2002,PSEUDOPOLYDORA,129621,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,2003,PSEUDOPOLYDORA KEMPI,131167,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,2004,PSEUDOPOLYDORA PAUCIBRANCHIATA,131168,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,2005,PSEUDOPOLYDORA ROSEBELAE,,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,2006,PSEUDOPOTAMILLA,129548,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,2007,PSEUDOPOTAMILLA FITZHUGHI,389797,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,2008,PSEUDOPOTAMILLA RENIFORMIS,130963,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,2009,PSEUDOSUCCINEA COLUMELLA,,76529,GL,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE
4/27/2021,2010,PSEUDOTANAIS (AKANTHINOTANAIS) MAKROTHRIX,247646,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,PSEUDOTANAIDAE
4/27/2021,2011,PSEUDUNCIOLA OBLIQUUA,158144,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,UNCIOLIDAE
4/27/2021,2012,PTERIIDAE,1775,,EST,MOLLUSCA,BIVALVIA,OSTREIDA,PTERIIDAE
4/27/2021,2013,PTILANTHURA TENUIS,157908,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,ANTHURIDAE
4/27/2021,2014,PTILOSARCUS GURNEYI,290947,,EST,CNIDARIA,ANTHOZOA,PENNATULACEA,PENNATULIDAE
4/27/2021,2015,PUGETTIA RICHII,441490,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,EPIALTIDAE
4/27/2021,2016,PULSELLUM SALISHORUM,344422,,EST,MOLLUSCA,SCAPHOPODA,GADILIDA,PULSELLIDAE
4/27/2021,2017,PUSILLINA HARPA,160039,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,RISSOIDAE
4/27/2021,2018,PYCNOGONIDA,1302,,EST,ARTHROPODA,PYCNOGONIDA,,
4/27/2021,2019,PYGOSPIO,129622,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,2020,PYGOSPIO ELEGANS,131170,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,2021,PYRAMIDELLIDAE,162,,EST,MOLLUSCA,GASTROPODA,,PYRAMIDELLIDAE
4/27/2021,2022,QUISTADRILUS MULTISETOSUS,1037349,974772,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,2023,RADIOLUCINA AMIANTA,464261,,EST,MOLLUSCA,BIVALVIA,LUCINIDA,LUCINIDAE
4/27/2021,2024,RAETA PLICATELLA,420851,,EST,MOLLUSCA,BIVALVIA,,ANATINELLIDAE
4/27/2021,2025,RAETA UNDULATA,505751,,EST,MOLLUSCA,BIVALVIA,,ANATINELLIDAE
4/27/2021,2026,RAMEX CALIFORNIENSIS,331473,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
4/27/2021,2027,RANGIA CUNEATA,156991,,EST,MOLLUSCA,BIVALVIA,,MACTRIDAE
4/27/2021,2028,RENILLA RENIFORMIS,290965,,EST,CNIDARIA,ANTHOZOA,PENNATULACEA,RENILLIDAE
4/27/2021,2029,RETUSA OBTUSA,141134,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,RETUSIDAE
4/27/2021,2030,REXITHAERUS EXPANSA,880032,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
4/27/2021,2031,REXITHAERUS INDENTATA,880035,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
4/27/2021,2032,RHACHOTROPIS,101528,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,EUSIRIDAE
4/27/2021,2033,RHACHOTROPIS BARNARDI,489872,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,EUSIRIDAE
4/27/2021,2034,RHEOTANYTARSUS,,129952,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,2035,RHEOTANYTARSUS EXIGUUS,,129957,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,2036,RHEOTANYTARSUS PELLUCIDUS,,129959,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,2037,RHEPOXYNIUS,158145,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,2038,RHEPOXYNIUS ABRONIUS,549002,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,2039,RHEPOXYNIUS BICUSPIDATUS,549004,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,2040,RHEPOXYNIUS EPISTOMUS,158146,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,2041,RHEPOXYNIUS HUDSONI,549011,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,2042,RHEPOXYNIUS STENODES,549015,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,2043,RHEPOXYNIUS VARIATUS,549017,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,2044,RHITHROPANOPEUS HARRISII,107414,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PANOPEIDAE
4/27/2021,2045,RHODINE,129363,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,2046,RHODINE BITORQUATA,254758,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,2047,RHODINE GRACILIOR,130330,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,2048,RHODINE LOVENI,130331,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,2049,RHYACODRILUS,176320,68839,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,2050,RHYACODRILUS COCCINEUS,1040924,68842,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,2051,RHYACODRILUS SODALIS,1040932,68844,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,2052,RHYNCHOSPIO GLUTAEA,174830,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,2053,RICTAXIS PUNCTOCAELATUS,581391,,EST,MOLLUSCA,GASTROPODA,,ACTEONIDAE
4/27/2021,2054,RIMAPENAEUS CONSTRICTUS,158340,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PENAEIDAE
4/27/2021,2055,RIPISTES PARASITA,157595,68964,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,2056,ROBACKIA DEMEIJEREI,,129733,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,2057,ROCINELA SIGNATA,256479,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,AEGIDAE
4/27/2021,2058,ROMALEON BRANNERI,440398,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CANCRIDAE
4/27/2021,2059,ROMALEON JORDANI,440400,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CANCRIDAE
4/27/2021,2060,RUDILEMBOIDES NAGLEI,557433,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,UNCIOLIDAE
4/27/2021,2061,RUDILEMBOIDES STENOPROPODUS,557432,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,UNCIOLIDAE
4/27/2021,2062,RUDITAPES PHILIPPINARUM,231750,,EST,MOLLUSCA,BIVALVIA,VENERIDA,VENERIDAE
4/27/2021,2063,RULLIERINEREIS MEXICANA,421049,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEREIDIDAE
4/27/2021,2064,SABACO,157549,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,2065,SABACO CAROLINAE,1056467,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,2066,SABACO ELONGATUS,157550,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,2067,SABELLA,129549,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,2068,SABELLA SPALLANZANII,130969,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,2069,SABELLARIA,129520,,EST,ANNELIDA,POLYCHAETA,,SABELLARIIDAE
4/27/2021,2070,SABELLARIA VULGARIS,157555,,EST,ANNELIDA,POLYCHAETA,,SABELLARIIDAE
4/27/2021,2071,SABELLIDAE,985,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,2072,SABELLINAE,154917,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,2073,SACCELLA TAPHRIA,600467,,EST,MOLLUSCA,BIVALVIA,NUCULANIDA,NUCULANIDAE
4/27/2021,2074,SACCOCIRRUS,129550,,EST,ANNELIDA,POLYCHAETA,,SACCOCIRRIDAE
4/27/2021,2075,SACCOGLOSSUS,137590,,EST,HEMICHORDATA,ENTEROPNEUSTA,[UNASSIGNED] ENTEROPNEUSTA,HARRIMANIIDAE
4/27/2021,2076,SACCOGLOSSUS KOWALEVSKII,137600,,EST,HEMICHORDATA,ENTEROPNEUSTA,[UNASSIGNED] ENTEROPNEUSTA,HARRIMANIIDAE
4/27/2021,2077,SADURIA ENTOMON,119034,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,CHAETILIIDAE
4/27/2021,2078,SAETHERIA,,129735,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,2079,SAETHERIA TYLUS,,129737,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,2080,SALMACINA,129578,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SERPULIDAE
4/27/2021,2081,SALTIPEDIS,247013,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,PARAPSEUDIDAE
4/27/2021,2082,SALVATORIA,195982,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,2083,SALVATORIA CLAVATA,195986,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,2084,SALVATORIA SWEDMARKI,195991,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,2085,SAMYTHA CALIFORNIENSIS,331192,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
4/27/2021,2086,SAYELLA,160442,,EST,MOLLUSCA,GASTROPODA,,PYRAMIDELLIDAE
4/27/2021,2087,SAYELLA FUSCA,160443,,EST,MOLLUSCA,GASTROPODA,,PYRAMIDELLIDAE
4/27/2021,2088,SCALIBREGMA INFLATUM,130980,,EST,ANNELIDA,POLYCHAETA,,SCALIBREGMATIDAE
4/27/2021,2089,SCALIBREGMATIDAE,925,,EST,ANNELIDA,POLYCHAETA,,SCALIBREGMATIDAE
4/27/2021,2090,SCAPHOPODA,104,,EST,MOLLUSCA,SCAPHOPODA,,
4/27/2021,2091,SCHISTOMERINGOS,129274,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,DORVILLEIDAE
4/27/2021,2092,SCHISTOMERINGOS ANNULATA,334727,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,DORVILLEIDAE
4/27/2021,2093,SCHISTOMERINGOS LONGICORNIS,334731,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,DORVILLEIDAE
4/27/2021,2094,SCHISTOMERINGOS PECTINATA,331696,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,DORVILLEIDAE
4/27/2021,2095,SCHISTOMERINGOS RUDOLPHI,154127,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,DORVILLEIDAE
4/27/2021,2096,SCHIZOBRANCHIA INSIGNIS,331699,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
4/27/2021,2097,SCHIZOCUMA,181465,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,NANNASTACIDAE
4/27/2021,2098,SCHWARTZIELLA CATESBYANA,419637,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ZEBINIDAE
4/27/2021,2099,SCISSULA SIMILIS,420892,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
