Dataset:              Benthic Species List
File Name:            ben_tax.txt
Date Created:         5/26/1999
# Variables:          5
# Header Records:     15
# Data Records:       2110
Missing Value Symbol: .

Variables:    TSN          Integrated Taxonomic Information System (ITIS) serial number
              SPECCODE     EMAP Species Code
              GENUS        Genus
              SPECIES      Species
              LATNAME      Latin Name

TSN,SPECCODE,GENUS,SPECIES,LATNAME,
98158,PAGUHUMM,PAGURISTES,HUMMI,PAGURISTES HUMMI,
98187,CLIBXXXA,CLIBANARIUS,SP.A,CLIBANARIUS SP.A,
98188,CLIBVITT,CLIBANARIUS,VITTATUS,CLIBANARIUS VITTATUS,
98207,UPOGXXXA,UPOGEBIA,SP.A,UPOGEBIA,
98207,UPOGXXXX,UPOGEBIA,SP.,UPOGEBIA,
98209,UPOGAFFI,UPOGEBIA,AFFINIS,UPOGEBIA AFFINIS,
98276,XXXXBRAC,UNID., ,BRACHYURA,
98276,BRACHYUR, , ,BRACHYURA,
98347,HEPAXXXX,HEPATUS,SP.,HEPATUS,
98368,PERSMEDI,PERSEPHONA,MEDITERRANEA,PERSEPHONA MEDITERRANEA,
98417,MAJIDAE, , ,MAJIDAE,
98417,XXXXMAJI,UNID.,MAJIDAE,UNID. MAJIDAE,
98443,EPIADILA,EPIALTUS,DILATATUS,EPIALTUS DILATATUS,
98443,EPIADILA, , ,EPIALTUS DILATATUS,
98453,LIBINIA,LIBINIA,SPP.,LIBINIA,
98454,LIBIDUBI,LIBINIA,DUBIA,LIBINIA DUBIA,
98455,LIBIEMAR,LIBINIA,EMARGINATA,LIBINIA EMARGINATA,
98469,PELTMUTI,PELIA,MUTICA,PELIA MUTICA,
98546,PITHXXXA,PITHO,SP.A,PITHO,
98636,HETEGRAN,HETEROCRYPTA,GRANULATA,HETEROCRYPTA GRANULATA,
98671,CANCER,CANCER,SPP.,CANCER,
98679,CANCIRRO,CANCER,IRRORATUS,CANCER IRRORATUS,
98689,XXXXPORT, , ,PORTUNIDAE,
98689,PORTUNID, , ,PORTUNIDAE,
98691,ARENCRIB, , ,ARENAEUS CRIBRARIUS,
98691,ARENCRIB,ARENAEUS,CRIBRARIUS,ARENAEUS CRIBRARIUS,
98695,CALLXXXX,CALLINECTES,SP.,CALLINECTES,
98695,CALLINEC, , ,CALLINECTES SPP.,
98696,CALLSAPI,CALLINECTES,SAPIDUS,CALLINECTES SAPIDUS,
98697,CALLSIMI,CALLINECTES,SIMILIS,CALLINECTES SIMILIS,
98699,CALLORNA, , ,CALLINECTES ORNATUS,
98710,OVALIPES,OVALIPES,SPP.,OVALIPES,
98714,OVALOCEL, , ,OVALIPES OCELLATUS,
98717,PORTXXXX,PORTUNUS,SP.,PORTUNUS,
98718,PORTGIBB,PORTUNUS,GIBBESII,PORTUNUS GIBBESII,
98734,CARCMAEN,CARCINUS,MAENAS,CARCINUS MAENAS,
98748,XXXXXANT,UNID., ,XANTHIDAE,
98748,XANTXXXA, ,SP.A,XANTHIDAE,
98748,XANTHIDA, , ,XANTHIDAE,
98759,EURYDEPR,EURYPANOPEUS,DEPRESSUS,EURYPANOPEUS DEPRESSUS,
98764,HEXAANGU,HEXAPANOPEUS,ANGUSTIFRONS,HEXAPANOPEUS ANGUSTIFRONS,
98775,NEOPSAYI,NEOPANOPE,SAYI,NEOPANOPE SAYI,
98778,PANOHERB,PANOPEUS,HERBSTII,PANOPEUS HERBSTII,
98779,PANOTURG,PANOPEUS,TURGIDUS,PANOPEUS TURGIDUS,
98788,PANOSIMP, , ,PANOPEUS SIMPSONI,
98788,PANOSIMP,PANOPEUS,SIMPSONI,PANOPEUS SIMPSONI,
98789,RHITXXXX,RHITHROPANOPEUS,SP.,RHITHROPANOPEUS,
98790,RHITHARR,RHITHROPANOPEUS,HARRISII,RHITHROPANOPEUS HARRISII,
98901,DYSPSAYI,DYSPANOPEUS,SAYI,DYSPANOPEUS SAYI,
98902,DISPTEXA,DISPANOPEUS,TEXANUS,DISPANOPEUS TEXANUS,
98964,XXXXPINN, , ,PINNOTHERIDAE,
98964,PINNOTHE, , ,PINNOTHERIDAE,
98965,DISSXXXX,DISSODACTYLUS,SP.,DISSODACTYLUS,
98966,DISSMELL,DISSODACTYLUS,MELLITAE,DISSODACTYLUS MELLITAE,
98974,PINNOTHR,PINNOTHERES,SPP.,PINNOTHERES,
98993,PINNXXXA,PINNIXA,SP.A,PINNIXA,
98993,PINNXXXF,PINNIXA,SP.F,PINNIXA SP.F,
98993,PINNXXXX,PINNIXA,SP.,PINNIXA,
98993,PINNXXXG,PINNIXA,SP.G,PINNIXA SP.G,
98993,PINNIXA,PINNIXA,SPP.,PINNIXA SPP.,
98993,PINNXXXB,PINNIXA,SP.B,PINNIXA,
98993,PINNXXXD,PINNIXA,SP.D,PINNIXA,
98998,PINNCHAE,PINNIXA,CHAETOPTERANA,PINNIXA CHAETOPTERANA,
99001,PINNRETI,PINNIXA,RETINENS,PINNIXA RETINENS,
99002,PINNSAYA, , ,PINNIXA SAYANA,
99006,PINNPEAR,PINNIXA,PEARSEI,PINNIXA PEARSEI,
99007,PINNFLOR,PINNIXA,FLORIDANA,PINNIXA FLORIDANA,
99140,XXXXSTOM, , ,STOMATOPODA,
99143,SQUIEMPU, , ,SQUILLA EMPUSA,
99156,NANNGRAY,NANNOSQUILLA,GRAYI,NANNOSQUILLA GRAYI,
99208,INSECTA, , ,INSECTA,
99237,COLLEMBO, , ,COLLEMBOLA,
99237,XXXXCOLL, , ,COLLEMBOLA,
100502,XXXXEPHE, , ,EPHEMEROPTERA,
101405,TRICORYT,TRICORYTHODES,SPP.,TRICORYTHODES,
101468,BRACHYCE, , ,BRACHYCERCUS SPP.,
101468,BRACXXXX,BRACHYCERCUS,SP.,BRACHYCERCUS SP.,
101478,CAENXXXX,CAENIS,SP.,CAENIS,
101478,CAENIS,CAENIS,SPP.,CAENIS SPP.,
101525,EPHEMFAM, , ,EPHEMERIDAE,
101537,HEXAGENI, , ,HEXAGENIA SPP.,
101537,HEXAXXXX,HEXAGENIA,SP.,HEXAGENIA,
101552,HEXALIMB,HEXAGENIA,LIMBATA,HEXAGENIA LIMBATA,
101570,EPHOXXXX,EPHORON,SP.,EPHORON SP.,
101573,CAMPXXXX,CAMPSURUS,SP.,CAMPSURUS,
101580,TORTINCE,TORTOPUS,INCERTUS,TORTOPUS INCERTUS,
101580,TORTINCE, , ,TORTOPUS INCERTUS,
101594,XXXXANIS,UNID., ,ANISOPTERA,
101594,XXXXANIS, , ,ANISOPTERA,
101665,GOMPXXXX,GOMPHUS,SP.,GOMPHUS,
102077,XXXXCOEN,UNID.,COENAGRIONIDAE,UNID. COENAGRIONIDAE,
109175,XXXXDELP, , ,DELPHACIDAE,
112811,XXXXHYDP, , ,HYDROPHILIDAE,
112812,BEROXXXX,BEROSUS,SP.,BEROSUS SP.,
114095,STENELMI, , ,STENELMIS SPP.,
114126,DUBIRAPH, , ,DUBIRAPHIA SPP.,
115095,XXXXTRIC, , ,TRICHOPTERA,
115629,HYDROFAM, , ,HYDROPTILIDAE,
115641,HYDRXXXP,HYDROPTILA,SP.,HYDROPTILA SP.,
115641,HYDROPTI, , ,HYDROPTILA SPP.,
116607,OECEXXXX,OECETIS,SP.,OECETIS SP.,
116607,OECETIS,OECETIS,SP.,OECETIS,
117092,CYRNFRAT,CYRNELLUS,FRATERNUS,CYRNELLUS FRATERNUS,
117095,NEURXXXX,NEURECLIPSIS,SP.,NEURECLIPSIS,
118831,DIPTERA, , ,DIPTERA,
118831,XXXXDIPT, , ,DIPTERA,
125886,XXXXCHAO,UNID., ,CHAOBORIDAE,
125904,CHAOXXXX,CHAOBORUS,SP.,CHAOBORUS,
125923,CHAOPUNC,CHAOBORUS,PUNCTIPENNIS,CHAOBORUS PUNCTIPENNIS,
127076,XXXXCERA, , ,CERATOPOGONIDAE,
127076,CERATFAM, , ,CERATOPOGONIDAE,
127729,PROBEZZI, , ,PROBEZZIA SPP.,
127761,SPHAEROM,SPHAEROMIAS,SPP.,SPHAEROMIAS,
127778,BEZZIA,BEZZIA,SPP.,BEZZIA,
127859,PALPOMYI,PALPOMYIA,SPP.,PALPOMYIA,
127917,CHRNMDAE, , ,CHIRONOMIDAE,
127917,XXXXCHIR, , ,CHIRONOMIDAE,
128010,COELXXXX,COELOTANYPUS,SP.,COELOTANYPUS,
128010,COELOTAN,COELOTANYPUS,SPP.,COELOTANYPUS SPP.,
128112,ABLAPARA,ABLABESMYIA,PARAJANTA,ABLABESMYIA PARAJANTA,
128121,ABLARHAM, , ,ABLABESMYIA RHAMPHE,
128121,ABLARHAM,ABLABESMYIA,RHAMPHE,ABLABESMYIA RHAMPHE,
128277,PROCLADI,PROCLADIUS,SPP.,PROCLADIUS SPP.,
128277,PROCHOLO, , ,PROCLADIUS (HOLOTANYPUS) SPP.,
128277,PROCXXXB,PROCLADIUS,SP.,PROCLADIUS,
128316,PROCSUBL,PROCLADIUS,SUBLETTEI,PROCLADIUS SUBLETTEI,
128324,TANYPUS,TANYPUS,SPP.,TANYPUS SPP.,
128324,TANYXXXX,TANYPUS,SP.,TANYPUS,
128324,TANYXXXA,TANYPUS,GP.,TANYPUS GP.,
128326,TANYCLAV,TANYPUS,CLAVATUS,TANYPUS CLAVATUS,
128329,TANYNEOP,TANYPUS,NEOPUNCTIPENNIS,TANYPUS NEOPUNCTIPENNIS,
128336,TANYSTEL,TANYPUS,STELLATUS,TANYPUS STELLATUS,
128336,TANYSTEL, , ,TANYPUS STELLATUS,
128457,XXXXORTH, , ,ORTHOCLADIINAE,
128542,CLUNXXXX,CLUNIO,SP.,CLUNIO SP.,
128844,NANOCLAD, , ,NANOCLADIUS SPP.,
128844,NANOXXXX,NANOCLADIUS,SP.,NANOCLADIUS SP.,
129182,THIEXXXX,THIENEMANNIELLA,SP.,THIENEMANNIELLA SP.,
129229,XXXMCHIR,UNID.,CHIRONOMINI,UNID. CHIRONOMINI,
129229,CHIRONIM, , ,CHIRONOMINI,
129229,CHIRXXXB,CHIRONOMINI,GENUSB,CHIRONOMINI GENUSB,
129236,AXARUS,AXARUS,SPP.,AXARUS,
129254,CHIRXXXX,CHIRONOMUS,SP.,CHIRONOMUS,
129254,CHIRONOM,CHIRONOMUS,SPP.,CHIRONOMUS SPP.,
129350,CLADOPLE,CLADOPLEMA,SPP.,CLADOPLEMA SPP.,
129368,CRYPTOCH,CRYPTOCHIRONOMUS,SPP.,CRYPTOCHIRONOMUS SPP.,
129368,CRYPXXXX,CRYPTOCHIRONOMUS,SP.,CRYPTOCHIRONOMUS,
129376,CRYPFULV,CRYPTOCHIRONOMUS,FULVUS,CRYPTOCHIRONOMUS FULVUS,
129394,CRYPXXXZ,CRYPTOTENDIPES,SP.,CRYPTOTENDIPES SP.,
129394,CRYPTOTE,CRYPTOTENDIPES,SPP.,CRYPTOTENDIPES,
129421,DEMICRYP,DEMICRYPTOCHIRONOMUS,SPP.,DEMICRYPTOCHIRONOMUS,
129428,DICROTEN,DICROTENDIPES,SPP.,DICROTENDIPES,
129452,DICRNERV,DICROTENDIPES,NERVOSUS,DICROTENDIPES NERVOSUS,
129470,ENDOCHIR, , ,ENDOCHIRONOMUS SPP.,
129483,GLYPTOTE,GLYPTOTENDIPES,SPP.,GLYPTOTENDIPES,
129516,HARNISCH,HARNISCHIA,SPP.,HARNISCHIA,
129532,MICRXXXZ,MICROCHIRONOMUS,SP.,MICROCHIRONOMUS,
129532,MICROCHI, , ,MICROCHIRONOMUS SPP.,
129597,PARAXXXM,PARACLADOPELMA,SP.,PARACLADOPELMA SP.,
129597,PARACLAD, , ,PARACLADOPELMA SPP.,
129616,PARALAUT,PARALAUTERBORNIELLA,SPP.,PARALAUTERBORNIELLA,
129623,PARAXXXZ,PARATENDIPES,SP.,PARATENDIPES SP.,
129657,POLYPEDI,POLYPEDILUM,SPP.,POLYPEDILUM SPP.,
129657,POLYXXXZ,POLYPEDILUM,SP.,POLYPEDILUM,
129657,POLYXXXC,POLYPEDILUM,GP.,POLYPEDILUM GP.,
129657,POLYXXXA,POLYPEDILUM,GP.,POLYPEDILUM GP.,
129684,POLYHALT,POLYPEDILUM,HALTERALE,POLYPEDILUM HALTERALE,
129708,POLYSCAL,POLYPEDILUM,SCALAENUM,POLYPEDILUM SCALAENUM,
129719,POLYTRIT,POLYPEDILUM,TRITUM,POLYPEDILUM TRITUM,
129746,STENXXXX,STENOCHIRONOMUS,SP.,STENOCHIRONOMUS SP.,
129785,STICTOCH,STICTOCHIRONOMUS,SPP.,STICTOCHIRONOMUS,
129851,PSEUDOCH,PSEUDOCHIRONOMUS,SPP.,PSEUDOCHIRONOMUS,
129872,XXXXTANY,UNID.,TANYTARSINI,UNID. TANYTARSINI,
129872,TANYTTRB, , ,TANYTARSINI,
129873,CLADXXXX,CLADOTANYTARSUS,SP.,CLADOTANYTARSUS SP.,
129873,CLADOTAN,CLADOTANYTARSUS,SPP.,CLADOTANYTARSUS,
129952,RHEOTANY,RHEOTANYTARSUS,SPP.,RHEOTANYTARSUS,
129978,TANYTARS,TANYTARSUS,SPP.,TANYTARSUS,
129978,TANYXXXT,TANYTARSUS,SP.,TANYTARSUS SP.,
136824,DOLICHOP,UNIDENTIFIED, ,DOLICHOPODIDAE,
154520,SIPUXXXB, ,SP.B,SIPUNCULA,
154520,XXXXSIPU, , ,SIPUNCULA,
154520,SIPUXXXC, ,SP.C,SIPUNCULA,
154520,SIPUNCUL, , ,SIPUNCULA,
154523,SIPUNUDU,SIPUNCULUS,NUDUS,SIPUNCULUS NUDUS,
154625,GOLFELON, , ,GOLFINGIA ELONGATA,
154733,PHASXXXX,PHASCOLION,SP.,PHASCOLION,
154733,PHASXXXB,PHASCOLION,SP.B,PHASCOLION,
154782,THEMALUT, , ,THEMISTE ALUTACEA,
154806,ASPIXXXX,ASPIDOSIPHON,SP.,ASPIDOSIPHON,
154809,ASPISPIN, , ,ASPIDOSIPHON SPINALIS,
154809,ASPISPIN,ASPIDOSIPHON,SPINALIS,ASPIDOSIPHON SPINALIS,
154869,LITHXXXX,LITHACROSIPHON,SP.,LITHACROSIPHON,
154972,XXXCECHI, , ,ECHIURA,
155456,XXXXPHOR, , ,PHORONIDA,
155462,PHORONIS,PHORONIS,SPP.,PHORONIS SPP.,
155462,PHORXXXX,PHORONIS,SP.,PHORONIS,
155466,PHORARCH,PHORONIS,ARCHITECTA,PHORONIS ARCHITECTA,
155469,XXXXECTO, , ,BRYOZOA,
155472,CTENXSP2, , ,CTENOSTOMATA,
155475,ALCYONID,ALCYONIDIUM,SPP.,ALCYONIDIUM,
155542,ANGUPALM,ANGUINELLA,PALMATA,ANGUINELLA PALMATA,
155554,AMATVIDO, , ,AMATHIA VIDOVICI,
155799,CHEIXSP4, , ,CHEILOSTOMATA,
155799,CHEIXSP3, , ,CHEILOSTOMATA,
155827,MEMBTENU,MEMBRANIPORA,TENUIS,MEMBRANIPORA TENUIS,
155915,CALLCRAT,CALLOPORA,CRATICULA,CALLOPORA CRATICULA,
156294,SCHIUNIC,SCHIZOPORELLA,UNICORNIS,SCHIZOPORELLA UNICORNIS,
156565,TURBDICH,TURBICELLOPORA,DICHOTOMA,TURBICELLOPORA DICHOTOMA,
156732,XXXXENTO, , ,ENTOPROCTA,
156755,XXX1BRAC, , ,BRACHIOPODA,
156759,GLOTXXXX,GLOTTIDIA,SP.,GLOTTIDIA,
156857,ECHINODE, , ,ECHINODERMATA,
156857,XXXAECHI, , ,ECHINODERMATA,
156862,ASTEROID,UNIDENTIFIED, ,ASTEROIDEA,
156862,XXXXASTE,UNID.,ASTEROIDEA,UNID. ASTEROIDEA,
157215,ASTERIAS,ASTERIAS,SPP.,ASTERIAS,
157217,ASTEFORB,ASTERIAS,FORBESI,ASTERIAS FORBESI,
157325,XXXXOPHI,UNID., ,OPHIUROIDEA,
157449,OPHIELEG, , ,OPHIOLEPIS ELEGANS,
157495,OPHIVITT, , ,OPHIOPSILA VITTATA,
157503,OPHIXXXX,OPHIODERMA,SP.,OPHIODERMA,
157625,HEMIELON,HEMIPHOLIS,ELONGATA,HEMIPHOLIS ELONGATA,
157628,OPHISAVI, , ,OPHIACTIS SAVIGNYI,
157655,AMPHPULC, , ,AMPHIODIA PULCHELLA,
157680,AMPHJANU, , ,AMPHIPHOLIS JANUARII,
157695,OPHIPULC, , ,OPHIOPHRAGMUS PULCHER,
157698,OPHIFILO,OPHIOPHRAGMUS,FILOGRANEUS,OPHIOPHRAGMUS FILOGRANEUS,
157709,AMPHABDI,AMPHIOPLUS,ABDITA,AMPHIOPLUS ABDITA,
157753,MICRXXXY,MICROPHIOPHOLIS,SP.,MICROPHIOPHOLIS SP.,
157755,MICRATRA,MICROPHIOPHOLIS,ATRA,MICROPHIOPHOLIS ATRA,
157757,MICRGRAC,MICROPHIOPHOLIS,GRACILLIMA,MICROPHIOPHOLIS GRACILLIMA,
157770,OPHIRETI, , ,OPHIONEREIS RETICULATA,
157772,OPHIOLIV, , ,OPHIONEREIS OLIVACEA,
157796,OPHIANGU,OPHIOTHRIX,ANGULATA,OPHIOTHRIX ANGULATA,
157821,ECHINOID, , ,ECHINOIDEA,
157821,XXXBECHI, , ,ECHINOIDEA,
157906,ARBAPUNC,ARBACIA,PUNCTULATA,ARBACIA PUNCTULATA,
158016,ECHIPARM,ECHINARACHNIUS,PARMA,ECHINARACHNIUS PARMA,
158020,MELLQUIN,MELLITA,QUINQUIESPERFORATA,MELLITA QUINQUIESPERFORATA,
158140,XXXXHOLO, , ,HOLOTHUROIDEA,
158140,HOLOTHUR, , ,HOLOTHUROIDEA,
158181,HAVESCAB,HAVELOCKIA,SCABRA,HAVELOCKIA SCABRA,
158190,XXXXCUCU, , ,CUCUMARIIDAE,
158230,PENTPULC,PENTAMERA,PULCHERRIMA,PENTAMERA PULCHERRIMA,
158243,ALLOMEXI,ALLOTHYONE,MEXICANA,ALLOTHYONE MEXICANA,
158262,STERUNIS,STEREODERMA,UNISEMITA,STEREODERMA UNISEMITA,
158429,LEPYXXXX,LEPTOSYNAPTA,SP.,LEPTOSYNAPTA,
158432,LEPTTENU,LEPTOSYNAPTA,TENUIS,LEPTOSYNAPTA TENUIS,
158434,LEPTCRAS,LEPTOSYNAPTA,CRASSIPATINA,LEPTOSYNAPTA CRASSIPATINA,
158434,LEPTCRAS, , ,LEPTOSYNAPTA CRASSIPATINA,
158527,CAUDAREN,CAUDINA,ARENATA,CAUDINA ARENATA,
158616,XXXXHEMI, , ,HEMICHORDATA,
158616,HEMICHOR, , ,HEMICHORDATA,
158617,XXXXENTE, , ,ENTEROPNEUSTA,
158623,STERCAND, , ,STEREOBALANUS CANDENSIS,
158626,SACCKOWA,SACCOGLOSSUS,KOWALEVSKII,SACCOGLOSSUS KOWALEVSKII,
158628,BALGXXXX,BALANOGLOSSUS,SP.,BALANOGLOSSUS,
158727,SAGIXXXX,SAGITTA,SP.,SAGITTA,
158789,SAGIFRID,SAGITTA,FRIDERICI,SAGITTA FRIDERICI,
158854,ASCIDIAC, , ,ASCIDIACEA,
158908,EUDIXXXX,EUDISTOMA?,SP.,EUDISTOMA? SP.,
158968,AMARSTEL,AMAROUCIUM,STELLATUM,AMAROUCIUM STELLATUM,
159138,PEROVIRI,PEROPHORA,VIRIDIS,PEROPHORA VIRIDIS,
159254,CNEMMOLL,CNEMIDOCARPA,MOLLIS,CNEMIDOCARPA MOLLIS,
159338,STYEPLIC,STYELA,PLICATA,STYELA PLICATA,
159373,BOTRSCHL, , ,BOTRYLLUS SCHLOSSERI,
159541,MOLGXXXX,MOLGULA,SP.,MOLGULA,
159557,MOLGMANH,MOLGULA,MANHATTENSIS,MOLGULA MANHATTENSIS,
159576,MOLGAREN,MOLGULA,ARENATA,MOLGULA ARENATA,
159621,BOSTPILU,BOSTRICHOBRANCHUS,PILULARIS,BOSTRICHOBRANCHUS PILULARIS,
159681,BRANXXXX,BRANCHIOSTOMA,SP.,BRANCHIOSTOMA,
159682,BRANCARI,BRANCHIOSTOMA,CARIBAEUM,BRANCHIOSTOMA CARIBAEUM,
159682,BRANVIRG,BRANCHIOSTOMA,CARIBAEUM,BRANCHIOSTOMA CARIBAEUM,
159683,BRANFLOR,BRANCHIOSTOMA,FLORIDAE,BRANCHIOSTOMA FLORIDAE,
160200,RHIZTERR, , ,RHIZOPRIONODON TERRAENOVAE,
161453,MYROPUNC, , ,MYROPHIS PUNCTATUS,
161462,OPHIGOME, , ,OPHICHTHUS GOMESI,
166976,PRIOSCIT, , ,PRIONOTUS SCITULUS,
168576,ECHENEUC, , ,ECHENEIS NEUCRATOIDES,
168673,OLIGSAUR, , ,OLIGOPLITES SAURUS,
169025,EUCIHARE, , ,EUCINOSTOMUS HARENGULUS,
169029,DIAPAURA, , ,DIAPTERUS AURATUS,
171056,ASTRY-GR, , ,ASTROSCOPUS Y-GRAECUM,
171165,CHASSABU, , ,CHASMODES SABURRAE,
171791,GOBIROBU, , ,GOBIOSOMA ROBUSTUM,
173291,SPHOTEST, , ,SPHOEROIDES TESTUDINEUS,
182725,LUMBACIC,LUMBRINERIS,ACICULARUM,LUMBRINERIS ACICULARUM,
182728,LEITROBU,LEITOSCOLOPLOS,ROBUSTUS,LEITOSCOLOPLOS ROBUSTUS,
193502,BRANSWED, , ,BRANIA SWEDMARKI,
202619,AMPEBICA,AMPELISCA,BICARINATA,AMPELISCA BICARINATA,
202892,BEMLSETO,BEMLOS,SETOSUS,BEMLOS SETOSUS,
204411,MICRFRAG, , ,MICROPHTHALMUS FRAGILIS,
204491,LEITFOLI,LEITOSCOLOPLOS,FOLIOSUS,LEITOSCOLOPLOS FOLIOSUS,
204501,POLYCORN,POLYDORA,CORNUTA,POLYDORA CORNUTA,
204658,FILOXXXA,FILOGRANULA,SP.A,FILOGRANULA SP.A,
205822,EUSAZOST,EUSARSIELLA,ZOSTERICOLA,EUSARSIELLA ZOSTERICOLA,
206386,GITALAGU,GITANOPSIS,LAGUNA,GITANOPSIS LAGUNA,
206574,STENVALI, , ,STENOTHOE VALIDA,
206663,PHORMUEL,PHORONIS,MUELLERI,PHORONIS MUELLERI,
206947,XXXAPAGU,UNID.,PAGUROIDEA,PAGUROIDEA,
542886,APANMAGN, , ,AMAKUSANTHURA MAGNIFICA,
542894,AMAKSIGN,AMAKUSANTHURA,SIGNATA,AMAKUSANTHURA SIGNATA,
552857,LEPILOUI,LEPIDOPHTHALMUS,LOUISIANENSIS,LEPIDOPHTHALMUS LOUISIANENSIS,
552877,DAWSLATI,DAWSONIUS,LATISPINA,DAWSONIUS LATISPINA,
555698,PODALEVI,PODARKEOPSIS,LEVIFUSCINA,PODARKEOPSIS LEVIFUSCINA,
